User,Card,Year,Month,Day,Time,Amount,Use Chip,Merchant Name,Zip,MCC,Errors?,Is Fraud?
2,4,2014,3,30,14,40.27,2,-6.45844E+18,,4784,0,0
2,4,2015,9,10,4,27.49,2,-6.45844E+18,,4784,0,0
2,4,2017,2,14,13,1.48,1,1.11113E+18,91792,5300,0,0
2,4,2018,8,12,10,14.53,0,2.02755E+18,91792,5541,0,0
3,0,2011,4,7,16,26.74,0,-5.47568E+18,10458,5942,0,0
3,0,2013,6,27,20,138.31,0,-5.68261E+18,30680,5812,0,0
3,1,2007,5,5,8,23.57,0,-7.1659E+18,10069,5411,0,0
3,1,2010,6,2,13,-58,0,1.79919E+18,10075,5499,0,0
3,1,2018,2,17,8,40.64,1,2.02755E+18,10075,5541,0,0
3,2,2014,8,3,10,41.22,0,7.52243E+18,10072,5411,0,0
3,2,2017,10,22,13,44.23,1,-5.46792E+18,13206,5912,0,0
3,3,2009,12,27,13,70.84,0,-7.1659E+18,10069,5411,0,0
3,3,2013,9,6,12,24.61,0,-7.1659E+18,10069,5411,0,0
3,3,2017,5,24,7,285.84,2,-6.83146E+18,,4900,0,0
4,0,1999,12,9,9,91.26,0,4.72291E+18,94121,5411,0,0
4,0,2001,1,28,22,3.18,0,4.46567E+18,94117,5651,0,0
4,0,2002,3,9,12,28.13,0,5.43259E+18,94117,5912,0,0
4,0,2003,4,24,9,103.68,0,-3.39554E+18,94118,5311,0,0
4,0,2004,6,19,6,111.53,0,9.05774E+18,94118,5311,0,0
4,0,2005,7,17,9,116.83,0,9.05774E+18,94118,5311,0,0
4,0,2006,9,15,12,10.16,0,-8.16418E+18,94117,5921,0,0
4,0,2007,10,21,8,180,0,-4.28247E+18,94118,4829,0,0
4,0,2008,11,23,9,3.26,0,4.7517E+18,94117,5814,0,0
4,0,2010,1,4,9,83.75,0,-3.39554E+18,94118,5311,0,0
4,0,2011,1,13,19,418,2,7.50185E+18,,4722,0,0
4,0,2012,3,5,8,88.4,0,-3.22076E+18,93725,5311,0,0
4,0,2013,3,30,10,79.13,0,-6.67569E+18,94117,5300,0,0
4,0,2014,5,3,9,75.12,0,4.72291E+18,94121,5411,0,0
4,0,2015,5,28,9,80.93,1,-2.91654E+18,94539,5719,0,0
4,0,2016,6,7,9,68.92,1,4.72291E+18,94121,5411,0,0
4,0,2017,6,21,14,89.17,1,4.91652E+18,19149,7538,0,0
4,0,2018,7,20,15,92.78,1,1.91348E+18,94513,5300,0,0
4,0,2019,7,30,16,80.65,1,-4.90293E+18,94117,7538,0,0
5,0,2002,6,18,16,60,0,-4.28247E+18,53012,4829,0,0
5,0,2003,5,17,17,76.58,0,5.81722E+18,52803,5912,0,0
5,0,2004,3,29,17,60,0,-4.28247E+18,53012,4829,0,0
5,0,2005,2,24,13,50.19,0,6.57688E+18,52803,4121,0,0
5,0,2006,2,20,14,138.58,2,3.33722E+17,,4722,0,0
5,0,2008,1,12,17,71.15,0,1.90262E+18,52803,5912,0,0
5,0,2011,10,23,21,25.07,0,6.65747E+18,52803,5813,0,0
5,0,2014,6,17,16,80,0,-4.28247E+18,53012,4829,0,0
5,0,2016,4,11,21,21.54,1,6.65747E+18,52803,5813,0,0
5,0,2018,1,13,16,60,1,-4.28247E+18,53012,4829,0,0
5,0,2019,8,12,10,50.18,1,-2.47248E+18,52803,7538,0,0
5,1,2008,8,18,16,60,0,-4.28247E+18,53012,4829,0,0
5,1,2009,12,13,21,8.14,0,6.65747E+18,52803,5813,0,0
5,1,2011,5,25,12,39.9,0,6.57688E+18,52803,4121,0,0
5,1,2012,10,2,16,40,0,-4.28247E+18,53012,4829,0,0
5,2,2006,7,8,11,1242.33,0,-5.05398E+18,55331,8062,0,0
5,2,2008,12,13,16,20,0,-4.28247E+18,53012,4829,0,0
5,2,2012,10,18,19,0.75,0,-5.47568E+18,78640,5942,0,0
5,2,2014,11,12,21,22.97,0,6.65747E+18,52803,5813,0,0
5,2,2016,7,24,12,4.16,1,5.81722E+18,52803,5912,0,0
5,2,2018,3,16,17,86.39,1,-4.33423E+18,52804,5541,0,0
5,2,2019,11,6,11,165.51,1,8.38425E+17,52804,4814,0,0
6,0,2005,11,21,13,0.5,0,6.6665E+18,40299,5499,0,0
6,0,2006,7,3,7,23.28,2,-6.16004E+18,,4121,0,0
6,0,2007,2,19,12,0.5,0,6.6665E+18,40299,5499,0,0
6,0,2007,9,27,6,21.15,0,-2.52784E+18,40299,5411,0,0
6,0,2008,5,5,20,34.79,2,-6.16004E+18,,4121,0,0
6,0,2008,12,18,7,20.29,2,-4.24141E+18,,7349,0,0
6,0,2009,7,28,15,29.82,0,-6.93323E+18,40299,4121,0,0
6,0,2010,3,3,21,22.53,0,-6.93323E+18,40299,4121,0,0
6,0,2010,10,28,6,31.56,0,5.08228E+18,40299,5912,0,0
6,0,2011,8,10,13,0.55,0,6.6665E+18,40299,5499,0,0
6,0,2012,5,19,14,0.36,0,6.6665E+18,40299,5499,0,0
6,0,2013,2,27,12,0.37,0,6.6665E+18,40299,5499,0,0
6,0,2013,12,11,12,0.63,0,-6.57101E+18,90081,5499,0,0
6,0,2014,9,16,6,24.48,0,-5.47568E+18,40324,5942,0,0
6,0,2016,1,12,13,0.28,1,6.6665E+18,40299,5499,0,0
6,0,2017,6,30,12,0.43,1,6.6665E+18,40299,5499,0,0
6,0,2018,12,2,12,0.43,1,6.6665E+18,40299,5499,0,0
6,1,2010,11,8,20,19.07,2,-6.16004E+18,,4121,0,0
6,1,2012,5,4,7,42.42,2,-6.16004E+18,,4121,0,0
6,1,2013,10,7,16,35.05,2,-5.84193E+18,,4121,0,0
6,1,2015,2,16,16,21.56,1,6.17992E+18,46077,4121,0,0
6,1,2016,6,11,7,41.6,2,-5.84193E+18,,4121,0,0
6,1,2017,9,20,16,22.88,2,-5.84193E+18,,4121,0,0
6,1,2019,1,19,13,0.36,1,6.6665E+18,40299,5499,0,0
6,2,2015,1,22,13,96,0,1.79919E+18,89107,5499,0,0
6,2,2016,7,15,16,28.48,2,-6.16004E+18,,4121,0,0
6,2,2018,1,21,12,0.63,0,6.6665E+18,40299,5499,0,0
6,2,2019,7,1,7,33.13,0,7.7883E+18,25570,4121,0,0
8,0,2010,4,2,8,17.78,2,-2.08849E+18,,4784,0,0
8,0,2011,5,16,12,127.48,0,-5.46792E+18,18974,5912,0,0
8,0,2012,10,4,12,6.53,0,-5.0364E+18,18969,5411,0,0
8,0,2014,11,16,12,7.54,0,-4.97434E+18,97201,5411,0,0
8,0,2016,12,14,9,18.75,2,-2.08849E+18,,4784,0,0
8,0,2019,7,1,8,17.74,2,-2.08849E+18,,4784,0,0
8,1,2019,6,24,12,35.74,1,-3.8811E+18,18969,5912,0,0
8,2,2005,7,1,19,84.1,0,-1.28808E+18,18969,5499,0,0
8,2,2006,4,11,12,134.42,0,-5.46792E+18,18974,5912,0,0
8,2,2007,1,13,12,130.82,0,-7.26969E+18,18971,5411,0,0
8,2,2007,10,22,12,6.38,0,1.70417E+18,8070,5812,0,0
8,2,2008,7,27,12,164.6,0,-7.26969E+18,18971,5411,0,0
8,2,2009,4,28,12,8.42,0,3.63912E+18,18969,5814,0,0
8,2,2010,4,7,19,-83,0,1.79919E+18,21703,5499,0,0
8,2,2011,10,15,12,126.48,0,-5.16204E+18,18969,5541,0,0
8,2,2014,6,16,17,83.53,0,1.70417E+18,18969,5812,0,0
8,2,2017,1,25,11,40.28,1,3.87568E+18,18969,5300,0,0
8,2,2019,11,16,12,7.29,1,3.63912E+18,18969,5814,0,0
8,3,2014,6,19,15,149.69,2,1.69805E+18,,7922,0,0
8,3,2017,5,27,15,78.96,1,3.56823E+18,18974,7922,0,0
8,4,2012,5,5,8,18.62,2,-2.08849E+18,,4784,0,0
8,4,2014,4,30,9,18.42,2,-2.08849E+18,,4784,0,0
8,4,2016,5,25,12,166.85,1,7.45802E+18,,5912,0,0
8,4,2018,11,27,15,122.44,1,3.56823E+18,18974,7922,0,0
9,0,2010,1,23,8,8.38,0,6.66197E+18,70560,5211,0,0
9,0,2010,8,29,15,75,0,-5.16204E+18,70510,5541,0,0
9,0,2011,4,12,11,63.54,0,-3.57476E+18,70510,5912,0,0
9,0,2011,11,21,15,34.39,0,-5.16204E+18,70510,5541,0,0
9,0,2012,7,10,15,31.36,0,1.79919E+18,70510,5499,0,0
9,0,2013,2,12,18,30.42,0,5.52607E+18,70510,7832,0,0
9,0,2013,9,15,8,8.89,0,5.2051E+18,70517,5812,0,0
9,0,2014,4,9,19,25.82,0,5.52607E+18,70510,7832,0,0
9,0,2014,11,9,15,-80,0,-5.16204E+18,70510,5541,0,0
9,0,2015,5,28,13,2.42,1,7.14574E+18,70512,5251,0,0
9,0,2015,12,26,11,57.14,1,-3.34594E+18,70526,7538,0,0
9,0,2016,7,18,22,27.86,1,-5.24771E+18,70510,5300,0,0
9,0,2017,2,12,16,64,0,-5.16204E+18,70510,5541,0,0
9,0,2017,9,7,7,60,1,-4.28247E+18,70549,4829,0,0
9,0,2018,4,3,16,50,0,-5.16204E+18,70510,5541,0,0
9,0,2018,11,8,12,13.29,0,-5.16204E+18,70510,5541,0,0
9,0,2019,6,2,22,38.08,1,-3.57476E+18,70510,5912,0,0
9,0,2019,12,25,15,53,1,1.79919E+18,70510,5499,0,0
13,0,2008,5,20,7,80,0,-4.28247E+18,49712,4829,0,0
13,0,2012,1,8,15,17.43,0,-4.75206E+18,49769,4214,0,0
13,0,2015,10,25,13,68.85,1,6.69846E+18,49686,4814,0,0
13,0,2019,6,11,15,18.75,1,6.09856E+18,90015,4214,0,0
13,1,2009,3,9,6,120,0,-4.28247E+18,49712,4829,0,0
13,1,2012,11,17,13,72.33,0,6.69846E+18,49686,4814,0,0
13,1,2016,8,7,15,23.21,1,6.13521E+18,49686,9402,0,0
14,0,2008,12,21,20,51.37,0,1.91348E+18,78207,5300,0,0
14,0,2010,1,6,9,155.44,2,2.7434E+18,,4899,0,0
14,0,2011,1,6,20,51.15,0,-5.07767E+18,78207,5912,0,0
14,0,2012,1,1,15,9.59,2,6.45521E+18,,5815,1,0
14,0,2012,12,29,20,43.24,2,7.0356E+18,,5311,0,0
14,0,2013,12,23,21,27.22,0,5.81722E+18,78207,5912,0,0
14,0,2014,12,4,13,12.54,0,9.70328E+16,78212,5411,0,0
14,0,2015,11,23,20,56.44,1,5.81722E+18,78207,5912,0,0
14,0,2016,11,18,20,50.93,1,5.05184E+18,78209,5941,0,0
14,0,2017,11,5,20,50.64,1,-4.33423E+18,78207,5541,0,0
14,0,2018,11,6,10,60,0,-4.28247E+18,78218,4829,0,0
14,0,2019,10,19,10,40,0,-4.28247E+18,78218,4829,0,0
15,0,2014,3,22,19,36.72,0,-7.79376E+18,73933,5912,0,0
15,0,2016,3,3,21,16.26,1,1.42351E+18,74008,7832,0,0
15,0,2019,6,11,10,35.19,1,-7.79376E+18,73933,5912,0,0
15,2,2011,3,12,14,11.6,0,3.39745E+18,74006,5541,0,0
15,2,2015,5,7,22,44.1,2,5.80513E+18,,7349,0,0
15,3,2017,9,9,4,78.79,1,-4.31714E+18,74011,5211,0,0
15,4,2003,3,12,4,81.14,0,-3.03858E+17,73950,5251,0,0
15,4,2006,12,25,3,108.36,0,8.38425E+17,74015,4814,0,0
15,4,2011,4,16,21,21.6,0,-5.62484E+18,73949,7832,0,0
15,4,2014,12,5,10,21.67,0,5.15032E+18,73933,7230,0,0
15,5,2002,5,17,13,6.93,0,-5.46792E+18,73942,5912,0,0
15,5,2004,6,22,22,38.5,0,2.09933E+18,73942,7349,0,0
15,5,2006,6,4,9,6.02,0,-6.76982E+18,73933,5411,0,0
15,5,2008,4,24,9,6.17,0,-4.92738E+18,74006,5812,0,0
16,0,2008,6,2,8,6.24,0,2.19407E+18,75652,5411,0,0
16,0,2013,11,10,10,28.52,0,3.77355E+18,75652,5211,0,0
16,1,2008,2,7,15,73,0,-4.33423E+18,75652,5541,0,0
16,1,2013,9,5,15,68.11,2,-1.68824E+18,,4784,0,0
16,2,2014,3,5,15,68.93,2,-1.68824E+18,,4784,0,0
16,3,2003,9,21,15,4.18,0,-4.33423E+18,75652,5541,0,0
16,3,2005,2,10,13,10.81,0,-8.82635E+18,75652,5411,0,0
16,3,2006,7,15,11,18.81,0,-4.31714E+18,75691,5211,0,0
16,3,2008,6,4,22,-113,2,-6.79608E+18,,4722,0,0
16,3,2011,9,20,15,-55,0,-4.33423E+18,75652,5541,0,0
16,3,2014,8,24,18,73.55,2,5.62583E+18,,7922,0,0
16,3,2017,9,8,15,44.11,2,-1.68824E+18,,4784,0,0
16,4,2008,3,3,15,71.63,2,-1.68824E+18,,4784,0,0
16,4,2014,3,25,14,55.06,2,-1.68824E+18,,4784,0,0
17,0,2004,4,11,7,78.49,0,2.02755E+18,86004,5541,0,0
17,0,2008,1,13,14,37.44,0,-4.92738E+18,86004,5812,0,0
17,1,2012,5,10,5,119.11,0,-7.80705E+18,90005,3684,0,0
17,1,2016,11,19,9,39.13,1,2.05424E+18,86322,7832,0,0
17,2,2006,5,2,14,28.96,0,-4.92738E+18,86004,5812,0,0
17,2,2011,4,2,14,41.07,0,-3.09674E+18,86004,5814,0,0
17,2,2015,9,21,16,5.78,1,-3.99969E+18,86004,5912,0,0
19,0,2000,4,11,8,62.71,0,1.79919E+18,85711,5499,0,0
19,0,2001,7,18,6,46.86,0,1.73466E+18,85711,5912,0,0
19,0,2002,11,21,6,2.84,0,1.79919E+18,85711,5499,0,0
19,0,2004,3,6,13,36.66,0,-3.22076E+18,86302,5311,0,0
19,0,2005,9,12,15,14.98,0,-3.77863E+18,85711,5411,0,0
19,0,2006,8,23,16,11.13,0,4.72291E+18,85711,5411,0,0
19,0,2007,8,25,8,1.56,0,-6.57101E+18,85712,5499,0,0
19,0,2008,8,11,10,66.4,0,4.72291E+18,85711,5411,0,0
19,0,2009,11,22,9,38.09,0,-5.08209E+16,85711,5310,0,0
19,0,2012,8,10,16,21.45,2,-6.16004E+18,,4121,0,0
19,0,2015,3,25,15,27.84,1,-7.18152E+18,85711,4121,0,0
19,0,2017,10,19,14,60,1,-4.28247E+18,85719,4829,0,0
19,1,2009,10,11,15,24.62,2,-5.84193E+18,,4121,0,0
19,1,2011,11,5,15,21.44,0,4.69765E+18,98115,4121,0,0
19,1,2013,10,31,6,2.55,0,4.72291E+18,85711,5411,0,0
19,1,2015,9,23,16,18.38,1,4.72291E+18,85711,5411,0,0
19,1,2017,9,19,10,70.48,1,1.91348E+18,85935,5300,0,0
19,1,2019,9,3,6,7.01,1,4.72291E+18,85711,5411,0,0
19,2,1998,5,18,13,60,0,-4.28247E+18,85719,4829,0,0
19,2,1998,11,24,14,60,0,-4.28247E+18,85719,4829,0,0
19,2,1999,6,2,10,91.16,0,9.05774E+18,85711,5311,0,0
19,2,1999,12,12,16,15.71,0,2.02755E+18,85711,5541,0,0
19,2,2000,8,14,14,80,0,-4.28247E+18,85719,4829,0,0
19,2,2001,5,1,16,11.66,0,5.81722E+18,85711,5912,0,0
19,2,2002,1,4,6,4,0,-3.77863E+18,85711,5411,0,0
19,2,2002,9,21,13,19.48,0,5.29828E+18,85711,7542,1,0
19,2,2003,6,15,10,94.23,0,5.81722E+18,48239,5912,0,0
19,2,2004,3,27,15,14.79,2,-6.16004E+18,,4121,0,0
19,3,2009,4,29,7,31.26,0,1.26621E+18,85711,7538,0,0
19,3,2011,3,15,6,3.1,0,4.7517E+18,85711,5814,0,0
19,3,2013,3,26,16,15.07,0,1.73466E+18,85711,5912,0,0
19,3,2015,2,18,14,100,1,-4.28247E+18,85719,4829,0,0
19,3,2017,1,28,15,20.48,2,-6.16004E+18,,4121,0,0
19,3,2019,1,7,6,2.55,1,5.2051E+18,85716,5812,0,0
19,4,2004,7,14,10,82.09,0,2.02755E+18,85711,5541,1,0
19,4,2005,7,18,18,65.27,0,2.31948E+18,85711,4900,0,0
19,4,2006,5,22,10,80.39,0,4.72291E+18,85711,5411,0,0
19,4,2007,4,11,14,145.13,0,6.26776E+18,85711,6300,0,0
19,4,2008,3,10,10,91.8,0,1.91348E+18,85935,5300,0,0
19,4,2009,1,20,16,14.44,0,-9.08376E+18,85711,5921,0,0
19,4,2010,2,5,14,80,0,-4.28247E+18,85719,4829,0,0
19,4,2011,2,25,6,3.35,0,4.72291E+18,85711,5411,0,0
19,4,2012,3,11,14,60,0,-4.28247E+18,85719,4829,0,0
19,4,2013,3,27,17,31.05,0,4.7517E+18,85711,5814,0,0
19,4,2014,4,22,15,20.94,0,-7.18152E+18,85711,4121,0,0
19,4,2015,5,26,14,80,1,-4.28247E+18,85719,4829,0,0
19,4,2016,6,17,8,-138,1,-1.90813E+18,48146,3771,0,0
19,4,2017,7,17,16,22.5,1,-7.18152E+18,85711,4121,0,0
19,4,2018,8,19,14,80,1,-4.28247E+18,85719,4829,0,0
19,4,2019,9,4,23,9.99,1,-9.08376E+18,85711,5921,0,0
22,0,2002,9,9,8,49.54,0,-5.47568E+18,44221,5942,0,0
22,0,2003,10,22,17,41.57,0,6.66197E+18,44146,5211,0,0
22,0,2004,12,28,9,9.23,0,-8.03115E+18,44134,7210,0,0
22,0,2006,3,1,11,12.25,0,-2.45178E+17,44134,5311,0,0
22,0,2007,4,14,8,56.83,0,-3.39554E+18,44140,5311,0,0
22,0,2008,7,3,7,0.92,0,-6.57101E+18,44134,5499,0,0
22,0,2009,8,1,7,0.63,0,-6.57101E+18,44134,5499,0,0
22,0,2010,9,5,16,0.67,0,-6.57101E+18,44134,5499,0,0
22,0,2011,10,14,14,67.39,0,8.14942E+18,,5411,0,0
22,0,2012,11,21,16,0.6,0,-6.57101E+18,44134,5499,0,0
22,0,2013,12,27,12,31.24,0,-1.28808E+18,35120,5499,0,0
22,0,2015,3,30,7,0.63,1,-6.57101E+18,44134,5499,0,0
22,0,2016,9,1,7,0.59,1,-6.57101E+18,44134,5499,0,0
22,0,2018,2,24,16,0.88,1,-6.57101E+18,44134,5499,0,0
22,0,2019,9,21,16,0.41,1,-6.57101E+18,44134,5499,0,0
22,1,2016,9,14,8,17.2,1,4.72291E+18,44135,5411,0,0
22,1,2019,5,12,10,40,0,-4.28247E+18,44135,4829,0,0
23,0,2003,3,4,12,44.43,0,1.91348E+18,72401,5300,0,0
23,0,2005,6,6,7,25.31,2,-3.59575E+18,,5192,0,0
23,0,2008,8,18,13,11.43,0,1.79919E+18,72395,5499,0,0
23,0,2011,12,19,16,11.48,0,-6.53469E+18,72390,5310,0,0
23,0,2015,4,3,12,99.56,1,-5.16204E+18,72396,5541,0,0
23,0,2018,5,31,2,50.07,1,6.69846E+18,72401,4814,0,0
23,1,2007,8,22,16,59,0,1.79919E+18,72395,5499,0,0
23,1,2013,3,11,11,5.95,0,-2.74491E+18,72401,5812,0,0
23,1,2018,7,14,16,33.7,1,-5.16204E+18,72396,5541,0,0
25,1,2010,3,4,20,1.8,0,-5.46792E+18,85201,5912,0,0
25,1,2011,4,11,8,84.82,0,1.91348E+18,85207,5300,1,0
25,1,2012,10,10,18,48.5,0,1.91348E+18,85207,5300,0,0
25,1,2015,1,28,9,81.92,1,-8.50705E+16,85201,5541,0,0
25,1,2017,7,22,12,60,0,-4.28247E+18,28366,4829,0,0
25,1,2020,1,2,10,105.12,1,-5.46792E+18,85201,5912,0,0
25,2,2014,1,23,10,11.51,0,8.55037E+18,85201,5912,0,0
25,2,2016,1,26,7,52,1,1.79919E+18,85201,5499,0,0
25,2,2017,12,25,14,3.39,1,-2.91727E+18,91007,7802,0,0
25,2,2020,1,10,9,29.02,1,-4.51413E+18,85201,5411,0,0
26,0,2007,11,30,9,10.22,0,-1.97425E+18,77061,5912,0,0
26,0,2009,2,5,13,36.05,0,9.02378E+18,92139,7538,0,0
26,0,2010,4,8,7,2.85,0,9.15468E+17,77061,5411,0,0
26,0,2011,6,20,9,11.3,0,-1.79053E+18,75249,5912,0,0
26,0,2012,9,4,7,2.35,0,-6.03533E+18,77061,5812,0,0
26,0,2013,11,27,13,22.73,0,-6.73834E+18,77061,7538,0,0
26,0,2015,3,10,19,52.92,1,-5.16204E+18,77062,5541,0,0
26,0,2016,6,20,7,1.83,1,-6.03533E+18,77061,5812,0,0
26,0,2017,9,22,20,22.53,1,9.70328E+16,77061,5411,0,0
26,0,2018,12,18,11,50.75,1,-9.09406E+18,77061,5300,0,0
26,1,2020,2,18,8,11.18,1,-5.16204E+18,77062,5541,0,0
27,0,2010,4,15,14,-85,0,-1.28808E+18,91411,5499,0,0
27,0,2012,1,19,22,28.41,0,-6.76107E+18,91423,5310,0,0
27,0,2013,10,26,11,13.42,0,-5.46792E+18,91411,5912,0,0
27,0,2015,7,26,15,61,1,1.12925E+17,92606,5541,0,0
27,0,2017,4,21,8,3.79,1,-5.47568E+18,91502,5942,0,0
27,0,2019,1,8,15,-80,0,-3.57333E+18,91411,5541,0,0
28,0,2011,7,1,13,68.88,0,-7.14644E+18,38501,5655,1,0
28,0,2013,7,27,7,89.71,0,8.38425E+17,38506,4814,0,0
28,0,2015,7,22,17,110.72,0,1.37363E+18,38501,8021,0,0
28,0,2017,7,10,10,27.45,0,-4.05161E+18,38501,5541,0,0
28,0,2019,7,29,22,33.84,0,-6.29656E+18,38501,5813,0,0
28,1,2006,3,29,10,17.67,0,3.30182E+18,38501,5211,0,0
28,1,2007,8,19,2,29.75,0,4.29412E+18,38501,5661,0,0
28,1,2008,12,13,7,-82,0,-1.28808E+18,38501,5499,0,0
28,1,2010,4,8,15,184.33,2,6.86577E+18,,4900,0,0
28,1,2012,9,29,9,23.25,0,-3.79814E+18,38501,5310,0,0
28,1,2015,10,18,16,17.07,1,8.87867E+18,38504,5411,0,0
28,1,2018,11,7,3,9.86,1,-2.87577E+18,38629,5310,0,0
29,0,2011,9,13,11,-53,0,-8.25441E+18,37189,5499,0,0
29,0,2014,6,26,11,15.45,0,7.92396E+18,37189,4121,0,0
29,0,2017,8,19,2,3.97,1,4.83997E+18,37189,5411,0,0
29,1,2017,8,31,2,1.98,1,-5.47568E+18,37212,5942,0,0
29,2,2005,11,4,10,20,2,-6.16004E+18,,4121,0,0
29,2,2006,12,19,3,3.88,0,2.02755E+18,37190,5541,0,0
29,2,2008,1,10,2,3.28,0,5.2051E+18,37204,5812,0,0
29,2,2010,1,3,2,3.38,0,9.70328E+16,37204,5411,0,0
29,2,2012,10,5,2,2.42,0,9.70328E+16,37204,5411,0,0
29,2,2015,6,3,10,21.8,2,-5.84193E+18,,4121,0,0
29,2,2018,7,16,11,-58,1,-8.25441E+18,37189,5499,0,0
29,3,2008,11,21,2,3.25,0,4.7517E+18,37189,5814,0,0
29,3,2010,11,8,11,13.06,0,9.70328E+16,37204,5411,0,0
29,3,2013,8,4,10,20.28,2,-6.16004E+18,,4121,1,0
29,3,2016,5,5,21,443,1,4.8349E+17,37363,3504,0,0
