User,Card,Year,Month,Day,Time,Amount,Use Chip,Merchant Name,Merchant City,Merchant State,Zip,MCC,Errors?,Is Fraud?
1,4,2010,3,25,8:21,$384.49,Online Transaction,-1.59553E+18,ONLINE,,,3005,Technical Glitch,Yes
1,4,2010,3,25,11:11,$7.78,Online Transaction,5.47432E+18,ONLINE,,,5912,,Yes
1,4,2010,3,25,12:04,$219.72,Online Transaction,1.70491E+17,ONLINE,,,5193,,Yes
1,4,2010,3,25,12:49,$23.97,Online Transaction,5.2328E+18,ONLINE,,,5814,,Yes
1,4,2010,3,25,13:11,$10.34,Online Transaction,1.91348E+18,ONLINE,,,5300,,Yes
2,1,2006,5,25,8:39,$138.95,Swipe Transaction,3.89788E+18,Algiers,Algeria,,5094,Bad PIN,Yes
2,1,2006,5,25,12:41,$44.95,Swipe Transaction,4.87884E+18,Algiers,Algeria,,5651,,Yes
2,1,2006,5,25,12:44,$28.53,Swipe Transaction,-7.23139E+18,Algiers,Algeria,,5310,,Yes
2,1,2006,5,25,16:17,$37.77,Swipe Transaction,3.98716E+18,Algiers,Algeria,,5921,,Yes
2,1,2018,1,10,11:24,$8.84,Swipe Transaction,2.91975E+18,Rome,Italy,,5932,,Yes
2,1,2018,1,10,11:47,$874.49,Swipe Transaction,3.18952E+18,Rome,Italy,,5311,,Yes
2,1,2018,1,10,14:40,$2.05,Swipe Transaction,6.34125E+18,Rome,Italy,,7210,,Yes
2,1,2018,1,10,14:53,$6.13,Swipe Transaction,6.09856E+18,Rome,Italy,,4214,,Yes
2,1,2018,1,10,16:17,$6.04,Swipe Transaction,-7.27612E+17,Rome,Italy,,5411,,Yes
2,1,2018,1,10,16:22,$85.14,Swipe Transaction,-8.90095E+18,Rome,Italy,,5621,,Yes
2,1,2018,1,10,17:05,$33.40,Swipe Transaction,4.57388E+18,Rome,Italy,,5045,,Yes
2,1,2018,1,10,17:07,$8.48,Swipe Transaction,-5.16204E+18,Rome,Italy,,5541,Technical Glitch,Yes
2,1,2018,1,10,17:13,$85.00,Swipe Transaction,-5.16204E+18,Rome,Italy,,5541,,Yes
2,1,2018,1,10,17:28,$-85.00,Swipe Transaction,-5.16204E+18,Rome,Italy,,5541,,Yes
2,1,2018,1,10,18:33,$22.42,Swipe Transaction,-3.39554E+18,Rome,Italy,,5311,,Yes
2,1,2018,1,11,12:19,$327.87,Swipe Transaction,-2.91654E+18,Rome,Italy,,5712,,Yes
2,1,2018,1,11,15:07,$24.96,Swipe Transaction,9.05774E+18,Rome,Italy,,5311,Insufficient Balance,Yes
2,1,2018,1,11,15:07,$7.47,Swipe Transaction,-7.27612E+17,Rome,Italy,,5411,,Yes
2,1,2018,1,11,17:49,$18.92,Swipe Transaction,5.50735E+18,Rome,Italy,,4121,,Yes
2,1,2018,4,6,14:30,$5.77,Swipe Transaction,2.02755E+18,Rome,Italy,,5541,,Yes
2,1,2018,4,6,14:59,$5.31,Swipe Transaction,-7.14667E+18,Rome,Italy,,5970,,Yes
2,1,2018,4,9,12:39,$193.20,Swipe Transaction,4.57388E+18,Rome,Italy,,5045,,Yes
2,1,2018,4,9,18:34,$8.71,Swipe Transaction,9.05774E+18,Rome,Italy,,5311,,Yes
2,1,2018,4,9,18:39,$-95.00,Swipe Transaction,1.79919E+18,Rome,Italy,,5499,,Yes
2,1,2018,4,9,18:40,$17.63,Swipe Transaction,1.79919E+18,Rome,Italy,,5499,,Yes
2,1,2018,4,9,18:57,$95.00,Swipe Transaction,1.79919E+18,Rome,Italy,,5499,,Yes
2,1,2018,4,11,10:35,$2.73,Swipe Transaction,6.99836E+18,Rome,Italy,,5411,,Yes
2,4,2013,10,11,6:10,$55.03,Online Transaction,-2.91654E+18,ONLINE,,,5719,,Yes
2,4,2013,10,11,6:55,$98.85,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
2,4,2013,10,11,7:21,$142.82,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
2,4,2013,10,11,9:32,$96.38,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
2,4,2013,10,11,9:41,$147.34,Online Transaction,3.33722E+17,ONLINE,,,4722,,Yes
2,4,2013,10,11,10:13,$209.43,Swipe Transaction,6.08896E+18,Strasburg,OH,44680,5211,,Yes
2,4,2013,10,12,4:03,$49.38,Online Transaction,1.91348E+18,ONLINE,,,5300,,Yes
2,4,2013,10,12,4:28,$244.67,Online Transaction,4.9437E+18,ONLINE,,,5816,,Yes
2,4,2015,8,31,10:36,$15.07,Swipe Transaction,5.35789E+18,Anaheim,CA,92803,5211,,Yes
2,4,2015,8,31,11:07,$346.11,Online Transaction,1.91348E+18,ONLINE,,,5300,,Yes
2,4,2015,8,31,11:25,$208.02,Online Transaction,5.92371E+18,ONLINE,,,5045,Bad Expiration,Yes
2,4,2015,9,1,11:05,$78.16,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
2,4,2015,9,1,11:09,$58.16,Online Transaction,7.14574E+18,ONLINE,,,5251,,Yes
2,4,2015,9,2,13:40,$73.26,Online Transaction,1.91348E+18,ONLINE,,,5300,,Yes
2,4,2015,9,2,13:42,$79.60,Online Transaction,9.05774E+18,ONLINE,,,5311,,Yes
2,4,2015,9,2,14:09,$149.84,Online Transaction,3.45276E+18,ONLINE,,,3174,,Yes
2,4,2016,8,30,22:58,$385.88,Online Transaction,8.40186E+18,ONLINE,,,3006,,Yes
3,1,2017,11,19,12:06,$9.53,Chip Transaction,3.01718E+18,Rome,Italy,,5921,,Yes
3,1,2017,11,19,12:07,$510.24,Chip Transaction,-2.91654E+18,Rome,Italy,,5712,,Yes
3,1,2017,11,19,19:30,$2.52,Chip Transaction,8.18129E+18,Rome,Italy,,5661,,Yes
3,1,2017,11,21,10:53,$123.07,Chip Transaction,2.91975E+18,Rome,Italy,,5932,,Yes
3,1,2017,11,21,15:35,$358.76,Chip Transaction,-5.54669E+17,Rome,Italy,,3008,,Yes
3,1,2017,11,22,13:52,$244.98,Chip Transaction,-3.15872E+18,Rome,Italy,,5812,,Yes
3,1,2017,11,23,12:58,$103.45,Chip Transaction,-8.83014E+18,Rome,Italy,,5211,,Yes
3,1,2017,11,23,15:20,$147.52,Chip Transaction,-1.12121E+17,Rome,Italy,,3509,,Yes
3,1,2017,11,29,17:46,$131.92,Chip Transaction,9.05774E+18,Rome,Italy,,5311,,Yes
3,1,2017,11,30,12:37,$100.61,Chip Transaction,7.48862E+18,Rome,Italy,,5651,,Yes
3,2,2010,12,3,10:49,$91.42,Online Transaction,-2.45178E+17,ONLINE,,,5311,,Yes
3,2,2010,12,3,11:19,$10.05,Swipe Transaction,-7.02453E+18,Port au Prince,Haiti,,5921,,Yes
3,2,2010,12,3,11:29,$91.75,Online Transaction,7.14574E+18,ONLINE,,,5251,,Yes
3,2,2010,12,3,13:03,$203.51,Online Transaction,-7.42109E+18,ONLINE,,,5311,Insufficient Balance,Yes
3,2,2010,12,3,13:05,$39.36,Online Transaction,9.05774E+18,ONLINE,,,5311,,Yes
3,2,2010,12,3,16:16,$5.61,Online Transaction,-2.91654E+18,ONLINE,,,5719,,Yes
3,2,2010,12,3,16:23,$52.12,Online Transaction,5.47432E+18,ONLINE,,,5912,,Yes
3,2,2010,12,5,6:44,$240.53,Online Transaction,-2.91654E+18,ONLINE,,,5719,,Yes
3,3,2016,4,10,11:02,$187.80,Online Transaction,3.18952E+18,ONLINE,,,5311,,Yes
3,3,2016,4,10,16:04,$15.84,Online Transaction,9.05774E+18,ONLINE,,,5311,,Yes
4,0,2001,4,7,10:04,$7.56,Swipe Transaction,-3.22076E+18,Richmond,CA,94804,5311,,Yes
4,0,2016,9,18,13:22,$36.68,Chip Transaction,6.30688E+18,San Francisco,CA,94102,7542,,Yes
5,0,2016,3,31,10:34,$11.45,Online Transaction,-3.22076E+18,ONLINE,,,5311,,Yes
5,0,2016,3,31,21:08,$471.00,Online Transaction,4.8349E+17,ONLINE,,,3504,,Yes
5,0,2016,4,5,15:07,$398.93,Online Transaction,4.8349E+17,ONLINE,,,3504,,Yes
5,0,2016,4,5,15:16,$-471.00,Online Transaction,4.8349E+17,ONLINE,,,3504,,Yes
5,0,2018,8,15,13:16,$44.84,Chip Transaction,6.99836E+18,Rome,Italy,,5411,,Yes
5,0,2018,8,16,13:07,$0.32,Chip Transaction,5.50735E+18,Rome,Italy,,4121,,Yes
5,0,2018,8,20,19:04,$27.76,Chip Transaction,3.01718E+18,Rome,Italy,,5921,,Yes
5,0,2018,8,20,19:06,$146.27,Chip Transaction,6.0514E+18,Rome,Italy,,5310,,Yes
5,0,2018,8,23,10:32,$87.74,Chip Transaction,6.0514E+18,Rome,Italy,,5310,,Yes
5,0,2018,8,23,12:53,$197.41,Chip Transaction,6.0514E+18,Rome,Italy,,5310,,Yes
5,0,2018,8,27,12:05,$39.79,Chip Transaction,9.05774E+18,Rome,Italy,,5311,,Yes
5,0,2018,8,30,12:36,$51.83,Chip Transaction,3.18952E+18,Rome,Italy,,5311,,Yes
5,0,2018,8,30,18:00,$6.80,Chip Transaction,8.37304E+18,Rome,Italy,,3144,,Yes
6,1,2019,3,7,16:06,$185.47,Chip Transaction,-1.6423E+18,Rome,Italy,,5912,,Yes
6,1,2019,3,7,17:14,$85.01,Chip Transaction,6.66197E+18,Rome,Italy,,5211,,Yes
6,1,2019,3,9,16:38,$7.23,Chip Transaction,5.50735E+18,Rome,Italy,,4121,,Yes
6,1,2019,3,12,13:55,$0.09,Chip Transaction,3.18952E+18,Rome,Italy,,5311,,Yes
6,1,2019,3,16,10:34,$12.47,Chip Transaction,-1.6423E+18,Rome,Italy,,5912,,Yes
6,1,2019,3,16,15:38,$133.31,Chip Transaction,6.66197E+18,Rome,Italy,,5211,,Yes
6,1,2019,3,21,16:58,$71.82,Chip Transaction,4.57388E+18,Rome,Italy,,5045,,Yes
6,1,2019,3,23,16:59,$20.59,Chip Transaction,7.48862E+18,Rome,Italy,,5651,,Yes
8,1,2019,3,28,19:42,$159.55,Chip Transaction,4.8349E+17,Rome,Italy,,3504,,Yes
8,4,2015,12,16,10:46,$87.51,Online Transaction,-3.26567E+18,ONLINE,,,7832,,Yes
8,4,2018,10,10,18:58,$22.79,Chip Transaction,5.50735E+18,Rome,Italy,,4121,,Yes
8,4,2018,10,12,14:37,$121.51,Chip Transaction,2.91975E+18,Rome,Italy,,5932,,Yes
8,4,2018,10,17,12:44,$14.73,Chip Transaction,-4.75206E+18,Rome,Italy,,4214,,Yes
8,4,2018,10,17,15:26,$74.66,Chip Transaction,-2.45178E+17,Rome,Italy,,5311,,Yes
8,4,2018,10,17,17:05,$159.70,Chip Transaction,-5.67429E+18,Rome,Italy,,5733,,Yes
8,4,2018,10,18,11:46,$80.06,Chip Transaction,-3.15872E+18,Rome,Italy,,5812,,Yes
8,4,2018,10,18,19:57,$153.83,Chip Transaction,1.7153E+18,Rome,Italy,,3722,,Yes
8,4,2018,10,19,17:12,$1.01,Chip Transaction,-8.83014E+18,Rome,Italy,,5211,,Yes
9,0,2014,4,5,6:20,$3.24,Online Transaction,-3.22076E+18,ONLINE,,,5311,,Yes
9,0,2014,4,5,13:55,$62.35,Online Transaction,-2.91654E+18,ONLINE,,,5719,,Yes
9,0,2014,4,6,5:40,$124.14,Online Transaction,1.91348E+18,ONLINE,,,5300,Bad Expiration,Yes
9,0,2014,4,6,5:41,$0.71,Online Transaction,-2.45178E+17,ONLINE,,,5311,,Yes
9,0,2014,4,6,6:02,$206.86,Online Transaction,4.24134E+18,ONLINE,,,4814,,Yes
9,0,2014,4,6,7:43,$73.35,Online Transaction,6.04253E+18,ONLINE,,,5912,,Yes
9,0,2014,4,6,8:37,$164.53,Online Transaction,-2.45178E+17,ONLINE,,,5311,,Yes
9,0,2014,4,6,13:17,$60.01,Online Transaction,-2.91654E+18,ONLINE,,,5719,,Yes
9,0,2014,4,6,13:36,$166.54,Online Transaction,9.05774E+18,ONLINE,,,5311,,Yes
9,0,2014,4,6,14:36,$10.75,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
9,0,2014,4,7,7:41,$212.13,Online Transaction,3.63555E+18,ONLINE,,,5310,,Yes
13,0,2008,7,13,10:33,$197.00,Online Transaction,-1.12121E+17,ONLINE,,,3509,,Yes
13,0,2008,7,13,12:57,$6.40,Online Transaction,-4.95662E+18,ONLINE,,,5193,,Yes
13,0,2008,7,13,15:06,$200.81,Online Transaction,2.0865E+17,ONLINE,,,5651,,Yes
13,0,2008,7,13,15:41,$42.28,Online Transaction,4.87234E+18,ONLINE,,,5732,,Yes
13,0,2008,7,16,4:13,$-197.00,Online Transaction,-1.12121E+17,ONLINE,,,3509,,Yes
13,0,2008,7,16,4:27,$215.51,Online Transaction,-1.12121E+17,ONLINE,,,3509,,Yes
13,0,2016,7,24,10:35,$150.50,Online Transaction,5.47432E+18,ONLINE,,,5912,,Yes
13,0,2016,7,24,10:41,$267.66,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
13,0,2016,7,24,14:47,$57.87,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
13,1,2015,8,2,10:15,$121.43,Swipe Transaction,4.38597E+18,Lake Ann,MI,49650,5921,,Yes
13,1,2015,8,2,11:01,$1.38,Chip Transaction,3.05179E+17,Harrietta,MI,49638,5411,,Yes
13,1,2015,8,2,11:11,$749.71,Online Transaction,-7.42199E+18,ONLINE,,,4411,,Yes
13,1,2015,8,3,9:38,$219.00,Online Transaction,1.90253E+17,ONLINE,,,3359,,Yes
13,1,2015,8,3,10:06,$110.45,Online Transaction,-2.91654E+18,ONLINE,,,5719,,Yes
13,1,2015,8,3,10:36,$2.74,Online Transaction,-4.75206E+18,ONLINE,,,4214,,Yes
13,1,2015,8,3,10:44,$140.77,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
13,1,2015,8,3,11:00,$82.37,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
13,1,2015,8,4,4:05,$-219.00,Online Transaction,1.90253E+17,ONLINE,,,3359,,Yes
13,1,2015,8,4,4:06,$55.20,Online Transaction,1.90253E+17,ONLINE,,,3359,,Yes
15,2,2016,3,3,13:35,$2.33,Online Transaction,-5.84193E+18,ONLINE,,,4121,,Yes
15,2,2016,3,3,13:38,$164.16,Online Transaction,1.91348E+18,ONLINE,,,5300,,Yes
15,2,2016,3,3,16:29,$70.63,Chip Transaction,-7.79376E+18,Boise City,OK,73933,5912,,Yes
15,2,2019,5,28,13:22,$26.23,Chip Transaction,9.05774E+18,Rome,Italy,,5311,,Yes
15,4,2008,3,2,12:36,$77.42,Online Transaction,2.88419E+18,ONLINE,,,5311,,Yes
15,4,2008,3,2,12:52,$26.34,Online Transaction,5.76311E+18,ONLINE,,,5310,Technical Glitch,Yes
15,4,2008,3,2,13:18,$170.54,Online Transaction,5.62583E+18,ONLINE,,,7922,,Yes
15,4,2008,3,2,16:14,$61.29,Online Transaction,7.47959E+18,ONLINE,,,5311,,Yes
15,4,2008,3,2,16:24,$19.79,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
15,4,2008,3,2,17:26,$289.00,Online Transaction,-1.00748E+18,ONLINE,,,3780,Bad CVV,Yes
15,4,2008,3,2,17:29,$726.96,Online Transaction,-7.42199E+18,ONLINE,,,4411,,Yes
15,4,2008,3,2,20:16,$230.84,Online Transaction,8.22648E+17,ONLINE,,,5311,,Yes
15,4,2008,3,2,21:25,$187.15,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
15,4,2008,3,3,15:36,$119.66,Swipe Transaction,4.66575E+18,Texhoma,OK,73949,7995,,Yes
15,4,2008,3,7,12:02,$207.60,Online Transaction,-1.00748E+18,ONLINE,,,3780,,Yes
15,4,2008,3,7,12:23,$-289.00,Online Transaction,-1.00748E+18,ONLINE,,,3780,,Yes
15,4,2009,2,27,12:09,$60.86,Swipe Transaction,7.54623E+18,Hartley,TX,79044,5814,,Yes
15,4,2009,2,28,8:16,$191.27,Swipe Transaction,6.75962E+18,Bartlesville,OK,74003,5311,,Yes
15,4,2009,2,28,12:28,$18.30,Swipe Transaction,-5.16204E+18,Bancroft,NE,68004,5541,,Yes
15,4,2009,3,3,7:04,$319.00,Swipe Transaction,7.83406E+18,Spearman,TX,79081,3395,,Yes
15,4,2009,3,3,7:36,$0.16,Swipe Transaction,5.6707E+18,Walsh,CO,81090,5310,,Yes
15,4,2009,3,3,14:40,$0.84,Swipe Transaction,-5.47568E+18,Wilburton,OK,74578,5942,,Yes
15,4,2009,3,3,14:47,$78.13,Swipe Transaction,-3.22076E+18,Ralls,TX,79357,5311,,Yes
15,4,2009,3,4,11:56,$182.41,Swipe Transaction,8.08093E+18,Shamrock,TX,79079,5310,,Yes
15,4,2009,3,9,2:01,$202.67,Swipe Transaction,7.83406E+18,Spearman,TX,79081,3395,,Yes
15,4,2009,3,9,2:10,$-319.00,Swipe Transaction,7.83406E+18,Spearman,TX,79081,3395,,Yes
15,5,2008,6,21,8:02,$129.29,Online Transaction,6.04253E+18,ONLINE,,,5912,,Yes
15,5,2008,6,21,9:09,$153.11,Online Transaction,4.24134E+18,ONLINE,,,4814,,Yes
15,5,2008,6,21,11:34,$65.29,Online Transaction,3.18952E+18,ONLINE,,,5311,,Yes
15,5,2008,6,21,11:48,$22.32,Online Transaction,-8.52159E+18,ONLINE,,,4131,,Yes
15,5,2008,6,21,12:48,$150.64,Online Transaction,4.24134E+18,ONLINE,,,4814,,Yes
15,5,2008,6,21,13:31,$87.79,Swipe Transaction,5.5043E+18,Guymon,OK,73942,5411,,Yes
16,0,2008,4,24,7:53,$67.00,Swipe Transaction,-1.75771E+18,Arp,TX,75750,5411,,Yes
16,0,2008,4,24,8:24,$49.08,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
16,0,2008,4,24,10:02,$414.00,Online Transaction,-6.38023E+18,ONLINE,,,3393,,Yes
16,0,2008,4,24,10:03,$190.09,Online Transaction,-4.28247E+18,ONLINE,,,4829,,Yes
16,0,2008,4,26,2:35,$-414.00,Online Transaction,-6.38023E+18,ONLINE,,,3393,,Yes
16,0,2008,4,26,2:52,$6.10,Online Transaction,-6.38023E+18,ONLINE,,,3393,,Yes
16,0,2008,8,11,8:43,$7.79,Swipe Transaction,2.49523E+18,New London,TX,75682,5912,,Yes
16,0,2008,8,11,9:28,$49.73,Online Transaction,-2.04205E+18,ONLINE,,,5815,,Yes
16,0,2008,8,11,9:52,$128.93,Online Transaction,-2.91654E+18,ONLINE,,,5719,,Yes
16,1,2007,11,28,7:17,$0.37,Online Transaction,6.62128E+18,ONLINE,,,5814,,Yes
16,1,2007,11,28,8:24,$120.14,Online Transaction,-5.40195E+18,ONLINE,,,5651,,Yes
16,1,2007,11,28,11:03,$141.43,Online Transaction,4.24134E+18,ONLINE,,,4814,,Yes
16,1,2007,11,28,13:38,$101.23,Online Transaction,8.09919E+18,ONLINE,,,7996,,Yes
16,1,2007,11,29,9:11,$166.15,Online Transaction,4.87234E+18,ONLINE,,,5732,,Yes
16,1,2007,11,29,9:27,$69.63,Online Transaction,1.91348E+18,ONLINE,,,5300,,Yes
16,1,2007,11,29,13:55,$166.28,Online Transaction,-6.76107E+18,ONLINE,,,5310,,Yes
16,1,2007,11,29,14:29,$113.10,Online Transaction,-2.91654E+18,ONLINE,,,5719,,Yes
16,4,2008,12,28,9:14,$2.90,Online Transaction,4.87234E+18,ONLINE,,,5732,,Yes
16,4,2008,12,28,9:17,$199.75,Online Transaction,1.91348E+18,ONLINE,,,5300,,Yes
16,4,2008,12,28,13:28,$88.63,Online Transaction,1.91348E+18,ONLINE,,,5300,,Yes
17,1,2016,6,26,11:46,$107.88,Chip Transaction,-9.19512E+18,Flagstaff,AZ,86003,5812,,Yes
17,1,2016,6,26,12:27,$150.13,Online Transaction,1.91348E+18,ONLINE,,,5300,,Yes
17,2,2007,6,28,13:38,$18.71,Swipe Transaction,9.70328E+16,Loudonville,OH,44842,5411,,Yes
17,2,2007,6,30,16:15,$5.40,Swipe Transaction,-6.57101E+18,Bloomville,OH,44818,5499,Bad PIN,Yes
17,2,2007,7,1,16:57,$287.65,Swipe Transaction,-5.54669E+17,Terre Haute,IN,47803,3008,,Yes
17,2,2007,7,5,9:54,$165.17,Swipe Transaction,-4.28247E+18,Bucyrus,OH,44820,4829,Bad PIN,Yes
17,2,2009,2,21,8:27,$244.95,Online Transaction,-3.03858E+17,ONLINE,,,5251,,Yes
17,2,2009,2,21,8:31,$287.10,Online Transaction,4.87234E+18,ONLINE,,,5732,,Yes
17,2,2009,2,21,8:47,$182.82,Swipe Transaction,-6.89549E+18,Flagstaff,AZ,86003,5932,,Yes
17,2,2009,2,21,9:36,$113.77,Online Transaction,8.22648E+17,ONLINE,,,5311,,Yes
17,2,2010,5,17,4:51,$8.15,Online Transaction,-2.91654E+18,ONLINE,,,5719,,Yes
17,2,2010,5,17,5:14,$26.66,Online Transaction,-5.58112E+18,ONLINE,,,5311,,Yes
17,2,2010,5,17,7:41,$86.92,Online Transaction,3.18952E+18,ONLINE,,,5311,,Yes
17,2,2010,5,17,7:52,$148.28,Online Transaction,1.91348E+18,ONLINE,,,5300,,Yes
17,2,2010,5,17,13:58,$12.11,Online Transaction,-2.16533E+18,ONLINE,,,5311,,Yes
17,2,2010,5,18,7:41,$137.26,Online Transaction,-5.46792E+18,ONLINE,,,5912,,Yes
17,2,2010,5,18,8:20,$33.18,Online Transaction,6.09856E+18,ONLINE,,,4214,,Yes
17,2,2010,5,18,12:20,$0.38,Online Transaction,-4.31714E+18,ONLINE,,,5211,,Yes
17,2,2010,5,18,12:30,$717.33,Online Transaction,3.64656E+18,ONLINE,,,5533,,Yes
17,2,2010,5,18,12:37,$116.26,Online Transaction,6.63873E+18,ONLINE,,,5732,,Yes
